distrito,ano,semana,casos_notificados,semana_epidemiologica
ANCON,2021,22,1,2021-SE22
ANCON,2022,15,1,2022-SE15
ANCON,2023,11,2,2023-SE11
ANCON,2023,13,5,2023-SE13
ANCON,2023,14,13,2023-SE14
ANCON,2023,15,14,2023-SE15
ANCON,2023,16,18,2023-SE16
ANCON,2023,17,26,2023-SE17
ANCON,2023,18,44,2023-SE18
ANCON,2023,19,59,2023-SE19
ANCON,2023,20,53,2023-SE20
ANCON,2023,21,68,2023-SE21
ANCON,2023,22,54,2023-SE22
ANCON,2023,23,42,2023-SE23
ANCON,2023,24,31,2023-SE24
ANCON,2023,25,40,2023-SE25
ANCON,2023,26,20,2023-SE26
ANCON,2023,27,21,2023-SE27
ANCON,2023,28,20,2023-SE28
ANCON,2023,29,10,2023-SE29
ANCON,2023,30,10,2023-SE30
ANCON,2023,31,8,2023-SE31
ANCON,2023,32,5,2023-SE32
ANCON,2023,34,3,2023-SE34
ANCON,2023,35,7,2023-SE35
ANCON,2023,36,1,2023-SE36
ANCON,2023,37,2,2023-SE37
ANCON,2023,39,3,2023-SE39
ANCON,2023,41,1,2023-SE41
ANCON,2023,48,1,2023-SE48
ANCON,2023,51,1,2023-SE51
ANCON,2024,3,1,2024-SE03
ANCON,2024,7,1,2024-SE07
ANCON,2024,8,6,2024-SE08
ANCON,2024,9,3,2024-SE09
ANCON,2024,10,5,2024-SE10
ANCON,2024,11,4,2024-SE11
ANCON,2024,12,11,2024-SE12
ANCON,2024,13,16,2024-SE13
ANCON,2024,14,34,2024-SE14
ANCON,2024,15,47,2024-SE15
ANCON,2024,16,58,2024-SE16
ANCON,2024,17,34,2024-SE17
ANCON,2024,18,37,2024-SE18
ANCON,2024,19,36,2024-SE19
ANCON,2024,20,23,2024-SE20
ANCON,2024,21,14,2024-SE21
ANCON,2024,22,8,2024-SE22
ANCON,2024,23,3,2024-SE23
ANCON,2024,24,1,2024-SE24
ANCON,2024,25,3,2024-SE25
ANCON,2024,26,1,2024-SE26
ANCON,2024,27,3,2024-SE27
ANCON,2024,28,1,2024-SE28
ANCON,2024,29,1,2024-SE29
ASIA,2023,13,1,2023-SE13
ASIA,2023,15,1,2023-SE15
ASIA,2023,16,3,2023-SE16
ASIA,2023,17,1,2023-SE17
ASIA,2023,19,1,2023-SE19
ASIA,2023,20,11,2023-SE20
ASIA,2023,21,1,2023-SE21
ASIA,2023,22,3,2023-SE22
ASIA,2023,23,3,2023-SE23
ASIA,2023,24,3,2023-SE24
ASIA,2023,25,5,2023-SE25
ASIA,2023,26,1,2023-SE26
ASIA,2023,27,1,2023-SE27
ASIA,2024,9,2,2024-SE09
ASIA,2024,10,1,2024-SE10
ASIA,2024,11,2,2024-SE11
ASIA,2024,13,1,2024-SE13
ASIA,2024,14,2,2024-SE14
ASIA,2024,15,1,2024-SE15
ASIA,2024,16,6,2024-SE16
ASIA,2024,17,5,2024-SE17
ASIA,2024,18,1,2024-SE18
ASIA,2024,22,1,2024-SE22
ASIA,2024,24,1,2024-SE24
ATE,2005,15,4,2005-SE15
ATE,2005,16,7,2005-SE16
ATE,2005,17,2,2005-SE17
ATE,2005,18,1,2005-SE18
ATE,2005,19,1,2005-SE19
ATE,2005,20,2,2005-SE20
ATE,2005,21,1,2005-SE21
ATE,2005,25,1,2005-SE25
ATE,2005,26,1,2005-SE26
ATE,2005,28,1,2005-SE28
ATE,2005,32,1,2005-SE32
ATE,2006,44,1,2006-SE44
ATE,2016,4,1,2016-SE04
ATE,2017,14,1,2017-SE14
ATE,2017,16,1,2017-SE16
ATE,2017,17,1,2017-SE17
ATE,2017,19,2,2017-SE19
ATE,2017,20,2,2017-SE20
ATE,2017,21,1,2017-SE21
ATE,2020,10,1,2020-SE10
ATE,2020,15,1,2020-SE15
ATE,2020,16,2,2020-SE16
ATE,2020,17,2,2020-SE17
ATE,2020,18,7,2020-SE18
ATE,2020,19,8,2020-SE19
ATE,2020,20,4,2020-SE20
ATE,2020,53,1,2020-SE53
ATE,2021,12,4,2021-SE12
ATE,2021,13,1,2021-SE13
ATE,2021,14,5,2021-SE14
ATE,2021,15,12,2021-SE15
ATE,2021,16,9,2021-SE16
ATE,2021,17,12,2021-SE17
ATE,2021,18,7,2021-SE18
ATE,2021,19,7,2021-SE19
ATE,2021,20,6,2021-SE20
ATE,2021,21,4,2021-SE21
ATE,2021,22,2,2021-SE22
ATE,2021,24,2,2021-SE24
ATE,2021,25,1,2021-SE25
ATE,2021,32,1,2021-SE32
ATE,2022,10,1,2022-SE10
ATE,2022,11,2,2022-SE11
ATE,2022,12,4,2022-SE12
ATE,2022,13,2,2022-SE13
ATE,2022,14,3,2022-SE14
ATE,2022,15,1,2022-SE15
ATE,2022,16,3,2022-SE16
ATE,2022,17,13,2022-SE17
ATE,2022,18,11,2022-SE18
ATE,2022,19,23,2022-SE19
ATE,2022,20,17,2022-SE20
ATE,2022,21,5,2022-SE21
ATE,2022,22,2,2022-SE22
ATE,2022,23,2,2022-SE23
ATE,2022,24,1,2022-SE24
ATE,2022,25,1,2022-SE25
ATE,2022,41,1,2022-SE41
ATE,2023,5,1,2023-SE05
ATE,2023,7,1,2023-SE07
ATE,2023,10,2,2023-SE10
ATE,2023,11,6,2023-SE11
ATE,2023,12,15,2023-SE12
ATE,2023,13,25,2023-SE13
ATE,2023,14,31,2023-SE14
ATE,2023,15,73,2023-SE15
ATE,2023,16,71,2023-SE16
ATE,2023,17,100,2023-SE17
ATE,2023,18,139,2023-SE18
ATE,2023,19,148,2023-SE19
ATE,2023,20,146,2023-SE20
ATE,2023,21,150,2023-SE21
ATE,2023,22,116,2023-SE22
ATE,2023,23,110,2023-SE23
ATE,2023,24,72,2023-SE24
ATE,2023,25,38,2023-SE25
ATE,2023,26,20,2023-SE26
ATE,2023,27,21,2023-SE27
ATE,2023,28,18,2023-SE28
ATE,2023,29,14,2023-SE29
ATE,2023,30,1,2023-SE30
ATE,2023,31,2,2023-SE31
ATE,2023,32,4,2023-SE32
ATE,2023,33,6,2023-SE33
ATE,2023,34,2,2023-SE34
ATE,2023,35,2,2023-SE35
ATE,2023,36,1,2023-SE36
ATE,2023,37,2,2023-SE37
ATE,2023,38,2,2023-SE38
ATE,2023,40,1,2023-SE40
ATE,2023,52,1,2023-SE52
ATE,2024,2,1,2024-SE02
ATE,2024,3,1,2024-SE03
ATE,2024,5,6,2024-SE05
ATE,2024,6,12,2024-SE06
ATE,2024,7,18,2024-SE07
ATE,2024,8,36,2024-SE08
ATE,2024,9,91,2024-SE09
ATE,2024,10,81,2024-SE10
ATE,2024,11,123,2024-SE11
ATE,2024,12,132,2024-SE12
ATE,2024,13,170,2024-SE13
ATE,2024,14,334,2024-SE14
ATE,2024,15,355,2024-SE15
ATE,2024,16,402,2024-SE16
ATE,2024,17,413,2024-SE17
ATE,2024,18,402,2024-SE18
ATE,2024,19,369,2024-SE19
ATE,2024,20,346,2024-SE20
ATE,2024,21,225,2024-SE21
ATE,2024,22,158,2024-SE22
ATE,2024,23,107,2024-SE23
ATE,2024,24,61,2024-SE24
ATE,2024,25,33,2024-SE25
ATE,2024,26,17,2024-SE26
ATE,2024,27,10,2024-SE27
ATE,2024,28,3,2024-SE28
ATE,2024,29,2,2024-SE29
ATE,2024,31,1,2024-SE31
ATE,2024,32,2,2024-SE32
ATE,2024,33,1,2024-SE33
ATE,2024,36,1,2024-SE36
ATE,2024,51,1,2024-SE51
AUCALLAMA,2023,12,1,2023-SE12
AUCALLAMA,2024,12,2,2024-SE12
AUCALLAMA,2024,13,4,2024-SE13
AUCALLAMA,2024,14,6,2024-SE14
AUCALLAMA,2024,15,14,2024-SE15
AUCALLAMA,2024,16,15,2024-SE16
AUCALLAMA,2024,17,9,2024-SE17
AUCALLAMA,2024,18,4,2024-SE18
AUCALLAMA,2024,19,5,2024-SE19
AUCALLAMA,2024,20,4,2024-SE20
AUCALLAMA,2024,23,1,2024-SE23
BARRANCA,2023,19,1,2023-SE19
BARRANCA,2023,20,1,2023-SE20
BARRANCA,2023,21,1,2023-SE21
BARRANCA,2023,22,1,2023-SE22
BARRANCA,2024,6,1,2024-SE06
BARRANCA,2024,7,4,2024-SE07
BARRANCA,2024,8,7,2024-SE08
BARRANCA,2024,9,13,2024-SE09
BARRANCA,2024,10,22,2024-SE10
BARRANCA,2024,11,31,2024-SE11
BARRANCA,2024,12,38,2024-SE12
BARRANCA,2024,13,53,2024-SE13
BARRANCA,2024,14,72,2024-SE14
BARRANCA,2024,15,65,2024-SE15
BARRANCA,2024,16,89,2024-SE16
BARRANCA,2024,17,64,2024-SE17
BARRANCA,2024,18,53,2024-SE18
BARRANCA,2024,19,45,2024-SE19
BARRANCA,2024,20,29,2024-SE20
BARRANCA,2024,21,12,2024-SE21
BARRANCA,2024,22,7,2024-SE22
BARRANCA,2024,23,2,2024-SE23
BARRANCA,2024,24,3,2024-SE24
BARRANCA,2024,25,1,2024-SE25
BARRANCA,2024,26,1,2024-SE26
BARRANCA,2024,32,2,2024-SE32
BARRANCO,2023,19,1,2023-SE19
BARRANCO,2023,20,1,2023-SE20
BARRANCO,2023,21,3,2023-SE21
BARRANCO,2023,23,2,2023-SE23
BARRANCO,2023,24,1,2023-SE24
BARRANCO,2023,28,1,2023-SE28
BARRANCO,2023,31,1,2023-SE31
BARRANCO,2023,33,2,2023-SE33
BARRANCO,2024,10,1,2024-SE10
BARRANCO,2024,11,3,2024-SE11
BARRANCO,2024,12,3,2024-SE12
BARRANCO,2024,13,2,2024-SE13
BARRANCO,2024,14,11,2024-SE14
BARRANCO,2024,15,15,2024-SE15
BARRANCO,2024,16,13,2024-SE16
BARRANCO,2024,17,7,2024-SE17
BARRANCO,2024,18,8,2024-SE18
BARRANCO,2024,19,9,2024-SE19
BARRANCO,2024,20,6,2024-SE20
BARRANCO,2024,21,3,2024-SE21
BARRANCO,2024,22,4,2024-SE22
BARRANCO,2024,23,3,2024-SE23
BARRANCO,2024,24,1,2024-SE24
BRE�A,2021,52,1,2021-SE52
BRE�A,2023,15,1,2023-SE15
BRE�A,2023,16,1,2023-SE16
BRE�A,2023,18,1,2023-SE18
BRE�A,2023,19,4,2023-SE19
BRE�A,2023,20,4,2023-SE20
BRE�A,2023,21,2,2023-SE21
BRE�A,2023,22,8,2023-SE22
BRE�A,2023,23,3,2023-SE23
BRE�A,2023,24,4,2023-SE24
BRE�A,2023,25,3,2023-SE25
BRE�A,2023,26,4,2023-SE26
BRE�A,2023,27,4,2023-SE27
BRE�A,2023,28,1,2023-SE28
BRE�A,2023,29,1,2023-SE29
BRE�A,2023,33,2,2023-SE33
BRE�A,2024,1,1,2024-SE01
BRE�A,2024,7,2,2024-SE07
BRE�A,2024,8,4,2024-SE08
BRE�A,2024,9,7,2024-SE09
BRE�A,2024,10,20,2024-SE10
BRE�A,2024,11,15,2024-SE11
BRE�A,2024,12,12,2024-SE12
BRE�A,2024,13,24,2024-SE13
BRE�A,2024,14,31,2024-SE14
BRE�A,2024,15,26,2024-SE15
BRE�A,2024,16,28,2024-SE16
BRE�A,2024,17,27,2024-SE17
BRE�A,2024,18,29,2024-SE18
BRE�A,2024,19,32,2024-SE19
BRE�A,2024,20,21,2024-SE20
BRE�A,2024,21,7,2024-SE21
BRE�A,2024,22,12,2024-SE22
BRE�A,2024,23,13,2024-SE23
BRE�A,2024,24,4,2024-SE24
BRE�A,2024,25,4,2024-SE25
BRE�A,2024,35,1,2024-SE35
BRE�A,2024,44,1,2024-SE44
CALANGO,2024,1,1,2024-SE01
CALANGO,2024,9,1,2024-SE09
CALANGO,2024,11,2,2024-SE11
CALANGO,2024,12,1,2024-SE12
CALANGO,2024,13,2,2024-SE13
CALANGO,2024,14,5,2024-SE14
CALANGO,2024,15,6,2024-SE15
CALANGO,2024,16,5,2024-SE16
CALANGO,2024,17,4,2024-SE17
CALANGO,2024,18,1,2024-SE18
CALANGO,2024,19,2,2024-SE19
CALETA DE CARQUIN,2024,14,1,2024-SE14
CALETA DE CARQUIN,2024,15,2,2024-SE15
CALETA DE CARQUIN,2024,20,1,2024-SE20
CALETA DE CARQUIN,2024,21,1,2024-SE21
CALETA DE CARQUIN,2024,22,1,2024-SE22
CALETA DE CARQUIN,2024,23,1,2024-SE23
CANTA,2024,12,1,2024-SE12
CANTA,2024,13,1,2024-SE13
CANTA,2024,14,1,2024-SE14
CANTA,2024,15,3,2024-SE15
CANTA,2024,16,1,2024-SE16
CANTA,2024,18,3,2024-SE18
CANTA,2024,19,1,2024-SE19
CANTA,2024,20,1,2024-SE20
CARABAYLLO,2006,21,1,2006-SE21
CARABAYLLO,2007,12,4,2007-SE12
CARABAYLLO,2007,13,4,2007-SE13
CARABAYLLO,2007,14,4,2007-SE14
CARABAYLLO,2007,15,14,2007-SE15
CARABAYLLO,2007,16,11,2007-SE16
CARABAYLLO,2007,17,3,2007-SE17
CARABAYLLO,2009,10,2,2009-SE10
CARABAYLLO,2009,11,6,2009-SE11
CARABAYLLO,2009,12,9,2009-SE12
CARABAYLLO,2009,13,28,2009-SE13
CARABAYLLO,2009,14,47,2009-SE14
CARABAYLLO,2009,15,21,2009-SE15
CARABAYLLO,2009,16,3,2009-SE16
CARABAYLLO,2009,17,1,2009-SE17
CARABAYLLO,2009,18,1,2009-SE18
CARABAYLLO,2009,21,2,2009-SE21
CARABAYLLO,2012,17,1,2012-SE17
CARABAYLLO,2012,29,1,2012-SE29
CARABAYLLO,2017,19,1,2017-SE19
CARABAYLLO,2020,12,1,2020-SE12
CARABAYLLO,2020,28,1,2020-SE28
CARABAYLLO,2020,39,1,2020-SE39
CARABAYLLO,2021,10,4,2021-SE10
CARABAYLLO,2021,11,8,2021-SE11
CARABAYLLO,2021,12,10,2021-SE12
CARABAYLLO,2021,13,14,2021-SE13
CARABAYLLO,2021,14,8,2021-SE14
CARABAYLLO,2021,15,6,2021-SE15
CARABAYLLO,2021,16,7,2021-SE16
CARABAYLLO,2021,17,4,2021-SE17
CARABAYLLO,2021,18,2,2021-SE18
CARABAYLLO,2021,19,2,2021-SE19
CARABAYLLO,2021,21,1,2021-SE21
CARABAYLLO,2021,22,2,2021-SE22
CARABAYLLO,2021,23,1,2021-SE23
CARABAYLLO,2021,24,1,2021-SE24
CARABAYLLO,2022,12,2,2022-SE12
CARABAYLLO,2022,14,1,2022-SE14
CARABAYLLO,2022,15,3,2022-SE15
CARABAYLLO,2022,16,1,2022-SE16
CARABAYLLO,2022,17,3,2022-SE17
CARABAYLLO,2022,18,1,2022-SE18
CARABAYLLO,2022,19,2,2022-SE19
CARABAYLLO,2022,20,1,2022-SE20
CARABAYLLO,2022,21,1,2022-SE21
CARABAYLLO,2022,22,2,2022-SE22
CARABAYLLO,2023,4,1,2023-SE04
CARABAYLLO,2023,9,1,2023-SE09
CARABAYLLO,2023,11,1,2023-SE11
CARABAYLLO,2023,12,1,2023-SE12
CARABAYLLO,2023,13,3,2023-SE13
CARABAYLLO,2023,14,17,2023-SE14
CARABAYLLO,2023,15,64,2023-SE15
CARABAYLLO,2023,16,79,2023-SE16
CARABAYLLO,2023,17,101,2023-SE17
CARABAYLLO,2023,18,155,2023-SE18
CARABAYLLO,2023,19,209,2023-SE19
CARABAYLLO,2023,20,183,2023-SE20
CARABAYLLO,2023,21,170,2023-SE21
CARABAYLLO,2023,22,184,2023-SE22
CARABAYLLO,2023,23,134,2023-SE23
CARABAYLLO,2023,24,143,2023-SE24
CARABAYLLO,2023,25,96,2023-SE25
CARABAYLLO,2023,26,82,2023-SE26
CARABAYLLO,2023,27,54,2023-SE27
CARABAYLLO,2023,28,44,2023-SE28
CARABAYLLO,2023,29,32,2023-SE29
CARABAYLLO,2023,30,27,2023-SE30
CARABAYLLO,2023,31,18,2023-SE31
CARABAYLLO,2023,32,24,2023-SE32
CARABAYLLO,2023,33,8,2023-SE33
CARABAYLLO,2023,34,15,2023-SE34
CARABAYLLO,2023,35,7,2023-SE35
CARABAYLLO,2023,36,6,2023-SE36
CARABAYLLO,2023,37,1,2023-SE37
CARABAYLLO,2023,38,2,2023-SE38
CARABAYLLO,2023,39,2,2023-SE39
CARABAYLLO,2023,40,3,2023-SE40
CARABAYLLO,2023,41,2,2023-SE41
CARABAYLLO,2023,42,3,2023-SE42
CARABAYLLO,2023,43,1,2023-SE43
CARABAYLLO,2023,44,1,2023-SE44
CARABAYLLO,2023,48,1,2023-SE48
CARABAYLLO,2023,51,1,2023-SE51
CARABAYLLO,2024,3,4,2024-SE03
CARABAYLLO,2024,4,12,2024-SE04
CARABAYLLO,2024,5,13,2024-SE05
CARABAYLLO,2024,6,11,2024-SE06
CARABAYLLO,2024,7,28,2024-SE07
CARABAYLLO,2024,8,33,2024-SE08
CARABAYLLO,2024,9,34,2024-SE09
CARABAYLLO,2024,10,94,2024-SE10
CARABAYLLO,2024,11,138,2024-SE11
CARABAYLLO,2024,12,161,2024-SE12
CARABAYLLO,2024,13,200,2024-SE13
CARABAYLLO,2024,14,275,2024-SE14
CARABAYLLO,2024,15,238,2024-SE15
CARABAYLLO,2024,16,236,2024-SE16
CARABAYLLO,2024,17,219,2024-SE17
CARABAYLLO,2024,18,205,2024-SE18
CARABAYLLO,2024,19,216,2024-SE19
CARABAYLLO,2024,20,166,2024-SE20
CARABAYLLO,2024,21,120,2024-SE21
CARABAYLLO,2024,22,79,2024-SE22
CARABAYLLO,2024,23,67,2024-SE23
CARABAYLLO,2024,24,29,2024-SE24
CARABAYLLO,2024,25,11,2024-SE25
CARABAYLLO,2024,26,4,2024-SE26
CARABAYLLO,2024,27,6,2024-SE27
CARABAYLLO,2024,28,2,2024-SE28
CARABAYLLO,2024,29,3,2024-SE29
CARABAYLLO,2024,30,2,2024-SE30
CARABAYLLO,2024,31,2,2024-SE31
CARABAYLLO,2024,32,1,2024-SE32
CARABAYLLO,2024,33,1,2024-SE33
CARABAYLLO,2024,34,1,2024-SE34
CARABAYLLO,2024,35,4,2024-SE35
CARABAYLLO,2024,36,2,2024-SE36
CARABAYLLO,2024,37,1,2024-SE37
CARABAYLLO,2024,40,1,2024-SE40
CARABAYLLO,2024,43,1,2024-SE43
CERRO AZUL,2023,20,1,2023-SE20
CERRO AZUL,2023,26,1,2023-SE26
CERRO AZUL,2023,42,1,2023-SE42
CERRO AZUL,2024,10,1,2024-SE10
CERRO AZUL,2024,12,1,2024-SE12
CERRO AZUL,2024,13,2,2024-SE13
CERRO AZUL,2024,14,1,2024-SE14
CERRO AZUL,2024,15,1,2024-SE15
CERRO AZUL,2024,16,1,2024-SE16
CERRO AZUL,2024,17,1,2024-SE17
CERRO AZUL,2024,19,1,2024-SE19
CERRO AZUL,2024,20,1,2024-SE20
CHACLACAYO,2021,10,2,2021-SE10
CHACLACAYO,2021,11,2,2021-SE11
CHACLACAYO,2021,13,1,2021-SE13
CHACLACAYO,2021,14,1,2021-SE14
CHACLACAYO,2021,15,2,2021-SE15
CHACLACAYO,2021,16,6,2021-SE16
CHACLACAYO,2021,17,4,2021-SE17
CHACLACAYO,2021,18,3,2021-SE18
CHACLACAYO,2021,19,6,2021-SE19
CHACLACAYO,2021,20,13,2021-SE20
CHACLACAYO,2021,21,2,2021-SE21
CHACLACAYO,2021,22,1,2021-SE22
CHACLACAYO,2021,40,1,2021-SE40
CHACLACAYO,2021,48,1,2021-SE48
CHACLACAYO,2022,16,2,2022-SE16
CHACLACAYO,2022,27,1,2022-SE27
CHACLACAYO,2022,33,1,2022-SE33
CHACLACAYO,2023,5,1,2023-SE05
CHACLACAYO,2023,6,4,2023-SE06
CHACLACAYO,2023,7,5,2023-SE07
CHACLACAYO,2023,8,11,2023-SE08
CHACLACAYO,2023,9,7,2023-SE09
CHACLACAYO,2023,10,5,2023-SE10
CHACLACAYO,2023,11,5,2023-SE11
CHACLACAYO,2023,12,1,2023-SE12
CHACLACAYO,2023,13,5,2023-SE13
CHACLACAYO,2023,14,12,2023-SE14
CHACLACAYO,2023,15,19,2023-SE15
CHACLACAYO,2023,16,36,2023-SE16
CHACLACAYO,2023,17,56,2023-SE17
CHACLACAYO,2023,18,85,2023-SE18
CHACLACAYO,2023,19,103,2023-SE19
CHACLACAYO,2023,20,69,2023-SE20
CHACLACAYO,2023,21,37,2023-SE21
CHACLACAYO,2023,22,42,2023-SE22
CHACLACAYO,2023,23,35,2023-SE23
CHACLACAYO,2023,24,24,2023-SE24
CHACLACAYO,2023,25,19,2023-SE25
CHACLACAYO,2023,26,6,2023-SE26
CHACLACAYO,2023,27,13,2023-SE27
CHACLACAYO,2023,28,1,2023-SE28
CHACLACAYO,2023,29,4,2023-SE29
CHACLACAYO,2023,30,2,2023-SE30
CHACLACAYO,2023,33,1,2023-SE33
CHACLACAYO,2023,35,1,2023-SE35
CHACLACAYO,2023,37,1,2023-SE37
CHACLACAYO,2023,51,2,2023-SE51
CHACLACAYO,2024,4,2,2024-SE04
CHACLACAYO,2024,6,3,2024-SE06
CHACLACAYO,2024,7,8,2024-SE07
CHACLACAYO,2024,8,14,2024-SE08
CHACLACAYO,2024,9,34,2024-SE09
CHACLACAYO,2024,10,37,2024-SE10
CHACLACAYO,2024,11,70,2024-SE11
CHACLACAYO,2024,12,96,2024-SE12
CHACLACAYO,2024,13,93,2024-SE13
CHACLACAYO,2024,14,125,2024-SE14
CHACLACAYO,2024,15,88,2024-SE15
CHACLACAYO,2024,16,108,2024-SE16
CHACLACAYO,2024,17,86,2024-SE17
CHACLACAYO,2024,18,105,2024-SE18
CHACLACAYO,2024,19,102,2024-SE19
CHACLACAYO,2024,20,84,2024-SE20
CHACLACAYO,2024,21,73,2024-SE21
CHACLACAYO,2024,22,39,2024-SE22
CHACLACAYO,2024,23,30,2024-SE23
CHACLACAYO,2024,24,9,2024-SE24
CHACLACAYO,2024,25,6,2024-SE25
CHACLACAYO,2024,26,5,2024-SE26
CHACLACAYO,2024,27,3,2024-SE27
CHACLACAYO,2024,28,3,2024-SE28
CHACLACAYO,2024,30,1,2024-SE30
CHACLACAYO,2024,32,2,2024-SE32
CHANCAY,2023,17,1,2023-SE17
CHANCAY,2023,24,1,2023-SE24
CHANCAY,2023,30,2,2023-SE30
CHANCAY,2023,42,1,2023-SE42
CHANCAY,2023,52,1,2023-SE52
CHANCAY,2024,2,1,2024-SE02
CHANCAY,2024,8,3,2024-SE08
CHANCAY,2024,9,5,2024-SE09
CHANCAY,2024,10,5,2024-SE10
CHANCAY,2024,11,10,2024-SE11
CHANCAY,2024,12,8,2024-SE12
CHANCAY,2024,13,10,2024-SE13
CHANCAY,2024,14,15,2024-SE14
CHANCAY,2024,15,16,2024-SE15
CHANCAY,2024,16,21,2024-SE16
CHANCAY,2024,17,29,2024-SE17
CHANCAY,2024,18,12,2024-SE18
CHANCAY,2024,19,12,2024-SE19
CHANCAY,2024,20,11,2024-SE20
CHANCAY,2024,21,8,2024-SE21
CHANCAY,2024,22,6,2024-SE22
CHANCAY,2024,23,7,2024-SE23
CHANCAY,2024,24,2,2024-SE24
CHANCAY,2024,25,1,2024-SE25
CHANCAY,2024,26,1,2024-SE26
CHANCAY,2024,27,1,2024-SE27
CHANCAY,2024,36,1,2024-SE36
CHILCA,2021,18,1,2021-SE18
CHILCA,2021,19,1,2021-SE19
CHILCA,2023,12,1,2023-SE12
CHILCA,2023,14,4,2023-SE14
CHILCA,2023,15,1,2023-SE15
CHILCA,2023,16,3,2023-SE16
CHILCA,2023,17,2,2023-SE17
CHILCA,2023,18,2,2023-SE18
CHILCA,2023,19,3,2023-SE19
CHILCA,2023,20,3,2023-SE20
CHILCA,2023,21,5,2023-SE21
CHILCA,2023,22,1,2023-SE22
CHILCA,2023,23,2,2023-SE23
CHILCA,2023,24,3,2023-SE24
CHILCA,2023,25,1,2023-SE25
CHILCA,2023,27,3,2023-SE27
CHILCA,2023,30,2,2023-SE30
CHILCA,2023,40,1,2023-SE40
CHILCA,2023,43,1,2023-SE43
CHILCA,2023,44,3,2023-SE44
CHILCA,2023,45,3,2023-SE45
CHILCA,2023,46,4,2023-SE46
CHILCA,2023,47,5,2023-SE47
CHILCA,2023,48,3,2023-SE48
CHILCA,2023,49,2,2023-SE49
CHILCA,2023,50,4,2023-SE50
CHILCA,2023,51,5,2023-SE51
CHILCA,2023,52,2,2023-SE52
CHILCA,2024,1,6,2024-SE01
CHILCA,2024,2,17,2024-SE02
CHILCA,2024,3,21,2024-SE03
CHILCA,2024,4,25,2024-SE04
CHILCA,2024,5,39,2024-SE05
CHILCA,2024,6,58,2024-SE06
CHILCA,2024,7,74,2024-SE07
CHILCA,2024,8,84,2024-SE08
CHILCA,2024,9,82,2024-SE09
CHILCA,2024,10,88,2024-SE10
CHILCA,2024,11,67,2024-SE11
CHILCA,2024,12,53,2024-SE12
CHILCA,2024,13,88,2024-SE13
CHILCA,2024,14,73,2024-SE14
CHILCA,2024,15,66,2024-SE15
CHILCA,2024,16,68,2024-SE16
CHILCA,2024,17,58,2024-SE17
CHILCA,2024,18,47,2024-SE18
CHILCA,2024,19,41,2024-SE19
CHILCA,2024,20,14,2024-SE20
CHILCA,2024,21,15,2024-SE21
CHILCA,2024,22,1,2024-SE22
CHILCA,2024,23,2,2024-SE23
CHILCA,2024,24,3,2024-SE24
CHILCA,2024,25,1,2024-SE25
CHORRILLOS,2005,16,2,2005-SE16
CHORRILLOS,2005,28,1,2005-SE28
CHORRILLOS,2013,17,1,2013-SE17
CHORRILLOS,2014,52,1,2014-SE52
CHORRILLOS,2017,17,5,2017-SE17
CHORRILLOS,2017,18,2,2017-SE18
CHORRILLOS,2017,19,1,2017-SE19
CHORRILLOS,2017,20,1,2017-SE20
CHORRILLOS,2017,23,1,2017-SE23
CHORRILLOS,2022,9,1,2022-SE09
CHORRILLOS,2022,18,1,2022-SE18
CHORRILLOS,2022,41,1,2022-SE41
CHORRILLOS,2023,12,1,2023-SE12
CHORRILLOS,2023,16,2,2023-SE16
CHORRILLOS,2023,18,5,2023-SE18
CHORRILLOS,2023,19,8,2023-SE19
CHORRILLOS,2023,20,17,2023-SE20
CHORRILLOS,2023,21,20,2023-SE21
CHORRILLOS,2023,22,15,2023-SE22
CHORRILLOS,2023,23,8,2023-SE23
CHORRILLOS,2023,24,8,2023-SE24
CHORRILLOS,2023,25,5,2023-SE25
CHORRILLOS,2023,26,8,2023-SE26
CHORRILLOS,2023,27,5,2023-SE27
CHORRILLOS,2023,28,2,2023-SE28
CHORRILLOS,2023,29,5,2023-SE29
CHORRILLOS,2023,30,2,2023-SE30
CHORRILLOS,2023,31,4,2023-SE31
CHORRILLOS,2023,32,2,2023-SE32
CHORRILLOS,2023,37,2,2023-SE37
CHORRILLOS,2023,39,1,2023-SE39
CHORRILLOS,2023,40,1,2023-SE40
CHORRILLOS,2023,41,1,2023-SE41
CHORRILLOS,2023,43,2,2023-SE43
CHORRILLOS,2023,44,1,2023-SE44
CHORRILLOS,2023,47,3,2023-SE47
CHORRILLOS,2023,50,1,2023-SE50
CHORRILLOS,2023,52,1,2023-SE52
CHORRILLOS,2024,2,1,2024-SE02
CHORRILLOS,2024,3,1,2024-SE03
CHORRILLOS,2024,5,2,2024-SE05
CHORRILLOS,2024,6,4,2024-SE06
CHORRILLOS,2024,7,7,2024-SE07
CHORRILLOS,2024,8,18,2024-SE08
CHORRILLOS,2024,9,39,2024-SE09
CHORRILLOS,2024,10,46,2024-SE10
CHORRILLOS,2024,11,51,2024-SE11
CHORRILLOS,2024,12,48,2024-SE12
CHORRILLOS,2024,13,56,2024-SE13
CHORRILLOS,2024,14,70,2024-SE14
CHORRILLOS,2024,15,83,2024-SE15
CHORRILLOS,2024,16,86,2024-SE16
CHORRILLOS,2024,17,63,2024-SE17
CHORRILLOS,2024,18,51,2024-SE18
CHORRILLOS,2024,19,37,2024-SE19
CHORRILLOS,2024,20,21,2024-SE20
